"Index","Molecule name","ID","class","apol","ast_fraglike","ast_fraglike_ext","ast_violation","ast_violation_ext","a_acc","a_acid","a_aro","a_base","a_count","a_don","a_donacc","a_heavy","a_hyd","a_IC","a_ICM","a_nB","a_nBr","a_nC","a_nCl","a_nF","a_nH","a_nI","a_nN","a_nO","a_nP","a_nS","balabanJ","BCUT_PEOE_0","BCUT_PEOE_1","BCUT_PEOE_2","BCUT_PEOE_3","BCUT_SLOGP_0","BCUT_SLOGP_1","BCUT_SLOGP_2","BCUT_SLOGP_3","BCUT_SMR_0","BCUT_SMR_1","BCUT_SMR_2","BCUT_SMR_3","bpol","b_1rotN","b_1rotR","b_ar","b_count","b_double","b_heavy","b_max1len","b_rotN","b_rotR","b_single","b_triple","chi0","chi0v","chi0v_C","chi0_C","chi1","chi1v","chi1v_C","chi1_C","chiral","chiral_u","density","diameter","FCharge","GCUT_PEOE_0","GCUT_PEOE_1","GCUT_PEOE_2","GCUT_PEOE_3","GCUT_SLOGP_0","GCUT_SLOGP_1","GCUT_SLOGP_2","GCUT_SLOGP_3","GCUT_SMR_0","GCUT_SMR_1","GCUT_SMR_2","GCUT_SMR_3","Kier1","Kier2","Kier3","KierA1","KierA2","KierA3","KierFlex","lip_acc","lip_don","lip_druglike","lip_violation","logP(o/w)","logS","mr","mutagenic","nmol","opr_brigid","opr_leadlike","opr_nring","opr_nrot","opr_violation","PC+","PC-","PEOE_PC+","PEOE_PC-","PEOE_RPC+","PEOE_RPC-","PEOE_VSA+0","PEOE_VSA+1","PEOE_VSA+2","PEOE_VSA+3","PEOE_VSA+4","PEOE_VSA+5","PEOE_VSA+6","PEOE_VSA-0","PEOE_VSA-1","PEOE_VSA-2","PEOE_VSA-3","PEOE_VSA-4","PEOE_VSA-5","PEOE_VSA-6","PEOE_VSA_FHYD","PEOE_VSA_FNEG","PEOE_VSA_FPNEG","PEOE_VSA_FPOL","PEOE_VSA_FPOS","PEOE_VSA_FPPOS","PEOE_VSA_HYD","PEOE_VSA_NEG","PEOE_VSA_PNEG","PEOE_VSA_POL","PEOE_VSA_POS","PEOE_VSA_PPOS","petitjean","petitjeanSC","Q_PC+","Q_PC-","Q_RPC+","Q_RPC-","Q_VSA_FHYD","Q_VSA_FNEG","Q_VSA_FPNEG","Q_VSA_FPOL","Q_VSA_FPOS","Q_VSA_FPPOS","Q_VSA_HYD","Q_VSA_NEG","Q_VSA_PNEG","Q_VSA_POL","Q_VSA_POS","Q_VSA_PPOS","radius","reactive","rings","RPC+","RPC-","rsynth","SlogP","SlogP_VSA0","SlogP_VSA1","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","SMR","SMR_VSA0","SMR_VSA1","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","TPSA","VAdjEq","VAdjMa","VDistEq","VDistMa","vdw_area","vdw_vol","vsa_acc","vsa_acid","vsa_base","vsa_don","vsa_hyd","vsa_other","vsa_pol","Weight","weinerPath","weinerPol","zagreb"
1576,"S1c2c(N(c3c1cccc3)CC[C@@H]1[N@](CCCC1)C)cc(SC)cc2",1500575,0,62.296619,0,0,2,3,1,0,12,0,51,0,1,25,23,70.843597,1.3890901,0,0,21,0,0,26,0,2,0,0,2,1.4580986,-2.817729,-0.57144034,0.60735327,2.7348669,-2.8245835,-0.44216442,0.75965971,2.7789536,-2.5459476,-0.38163167,0.83013433,3.0026686,36.943382,4,0.14285715,12,54,0,28,3,4,0.14285715,42,0,17.225405,16.70536,13.361443,14.656489,12.258351,11.228825,6.3818808,7.932653,1,0,0.7830956,11,0,-0.85779893,-0.39647457,0.0057510408,2.8294153,-0.95360464,-0.23222423,0.15912257,2.9469891,-0.52366561,-0.17046806,0.20491262,3.1128306,18.367348,8.3471403,3.9835391,16.762796,7.5876555,3.6103046,5.0876131,2,0,1,1,5.7189999,-5.6154099,11.017037,0,1,22,1,4,6,1,0,0,0.70110631,-0.70110631,0.12779461,0.38902494,199.84634,112.58253,0.0,0.0,0.0,0.0,0.0,0.0,19.760618,19.760618,0.0,0.0,0.0,0.0,1.0,0.11229215,0.0,0.0,0.88770783,0.0,351.9501,39.521236,0.0,0.0,312.42889,0.0,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,351.9501,0,0,0,351.9501,0,6,0,4,0,0,0.63999999,5.8856001,3.1243138,3.1243138,3.9819686,36.879158,0.0,69.240562,0.0,123.50229,75.473625,69.952576,11.0682,0.0,3.1243138,7.776516,3.9819686,5.513495,198.97591,36.879158,129.02745,6.48,0.43513325,5.8073549,3.2350502,9.0205889,351.9501,439.76367,0.0,0.0,0.0,0.0,351.9501,0.0,0.0,370.58499,1444,42,134
1577,"S1c2c(cc(S(=O)(=O)N(C)C)cc2)C(c2c1cccc2)=CCCN1CCN(CC1)C",1500576,0,70.520996,0,0,3,4,4,0,12,0,59,0,4,30,24,93.397682,1.5830115,0,0,23,0,0,29,0,3,2,0,2,1.4179702,-2.7830544,-0.4629434,0.52671546,2.669975,-2.892838,-0.36040959,0.63535023,2.5914569,-2.4956377,-0.28674471,0.68298495,2.9483583,46.399002,5,0.15151516,12,62,1,33,3,5,0.15151516,49,0,21.302753,19.46907,14.861443,16.363596,14.358211,12.569927,6.2623076,8.1910715,0,0,0.81569231,14,0,-0.86177963,-0.37209076,-0.020567598,2.8131127,-0.96358585,-0.31415033,0.09643735,2.8848972,-0.51532739,-0.15078735,0.13980299,3.0944631,23.168043,9.8680553,5.1679688,21.278419,9.0356083,4.7218108,6.4087825,5,0,1,0,2.756,-3.9858999,12.512128,0,1,23,1,4,6,0,0,0,1.2852352,-1.2852352,0.23308407,0.21008143,185.54178,135.39699,31.616989,0.0,0.0,4.1846013,0.0,18.017035,19.760618,0.0,0.0,32.016521,0.0,0.0,0.91512734,0.16363077,0.075061969,0.08487267,0.83636922,0.0098106973,390.3334,69.794174,32.016521,36.201126,356.74036,4.1846013,0.5,1.0,0,0,0,0,1,0,0,0,1,0,426.53455,0,0,0,426.53455,0,7,0,4,0,0,0.43333334,3.2879901,0.0,55.938877,6.6407428,95.383469,6.37115,103.34377,0.0,141.14548,18.868406,32.21954,12.24518,48.171688,7.7671885,7.8377767,6.37115,0.0,160.01389,92.197891,137.55185,43.860001,0.37824166,6.044394,3.5676014,9.5337143,426.53455,508.03958,32.016521,0.0,0.0,0.0,384.41241,10.105608,32.016521,443.63599,2491,52,162
1578,"S(SC(=S)N(C)C)C(=S)N(C)C",1503322,0,32.361515,1,0,0,1,2,0,0,0,24,0,2,12,6,41.509773,1.729574,0,0,6,0,0,12,0,2,0,0,4,3.5591495,-2.4786091,-0.0027884461,0.039422918,2.3415446,-2.5514088,0.123,0.22332658,2.3629746,-2.1508811,0.1057,0.4729017,2.7372105,21.638483,3,0.27272728,0,23,2,11,3,5,0.45454547,21,0,9.7236147,10.793406,5.0,5.1547008,5.4472647,6.1855578,0.0,0.0,0,0,0.97357017,7,0,-0.84823561,-0.25696081,-0.12057708,2.0009787,-0.95801747,-0.10922984,0.049707048,2.0999455,-0.49966335,-0.054299999,0.22571087,2.4080327,12.0,5.6122451,5.3254437,15.851,7.6063313,7.3634377,10.047329,2,0,1,0,1.952,-4.8751001,6.2630386,0,1,0,1,0,3,0,0,0,0.61381352,-0.61381352,0.18853542,0.41407254,21.303349,135.59784,62.769024,0.0,0.0,0.0,0.0,0.0,43.473358,0.0,0.0,0.0,0.0,0.0,1.0,0.16520776,0.0,0.0,0.83479226,0.0,263.14359,43.473358,0.0,0.0,219.67021,0.0,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,263.14359,0,0,0,263.14359,0,4,1,0,0,0,1.0,2.0608001,0.0,6.2486277,0.0,0.0,0.0,131.58875,0.0,0.0,0.0,150.74756,6.7756,0.0,6.2486277,0.0,0.0,0.0,0.0,0.0,282.3363,70.660004,0.61674827,4.4594316,2.7192059,6.8317947,263.14359,234.54292,62.769024,0.0,0.0,0.0,179.0712,21.303349,62.769024,240.44,226,13,50
1579,"O(C)c1ccc(cc1)CN(CCN(C)C)c1ncccn1",1503135,0,48.031445,0,0,1,2,4,0,12,0,43,0,4,21,15,63.221889,1.4702765,0,0,16,0,0,22,0,4,1,0,0,1.8294302,-2.6395409,-0.53470886,0.45129013,2.5452831,-2.7399275,-0.46933618,0.57575005,2.5189729,-2.350677,-0.32871512,0.66688561,2.8287694,32.566555,7,0.31818181,12,44,0,22,6,7,0.31818181,32,0,15.07914,12.859875,10.662772,11.803119,10.185872,6.9842882,3.3415873,4.5412416,0,0,0.74672389,11,0,-0.86100447,-0.38152856,-0.059434514,2.5455494,-0.96791804,-0.31443417,0.10806842,2.6072843,-0.51511669,-0.1862165,0.11483329,2.8167889,17.355371,9.2091837,5.9504132,13.118827,6.8559618,4.3782296,4.2829609,5,0,1,0,1.433,-2.5330601,8.4955816,0,1,12,1,2,7,0,0,0,1.2503587,-1.2503587,0.16557765,0.26207283,47.425484,116.85645,60.898518,35.658428,15.681574,0.0,0.0,33.825527,0.0,0.0,0.0,11.365152,0.0,2.503756,0.90885526,0.14710748,0.042776901,0.091144741,0.85289252,0.048367839,294.66443,47.694439,13.868908,29.550482,276.52045,15.681574,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,324.2149,0,0,0,324.2149,0,6,0,2,0,0,1.0,2.3197999,14.124202,36.695374,0.0,36.879158,3.185575,101.17825,0.0,122.64464,0.0,25.582098,8.4834995,0.0,47.695259,3.1243138,8.4290028,1.8990928,141.08421,36.879158,101.17825,41.490002,0.46827638,5.4594316,3.2742774,8.4937429,324.2149,353.81619,13.868908,0.0,0.0,0.0,294.66443,15.681574,13.868908,286.379,1004,27,100
1580,"O=C1C=C(C)C(=O)C=C1C(C)C",310299,0,27.205517,1,1,0,0,2,0,0,0,24,0,2,12,8,31.800268,1.3250113,0,0,10,0,0,12,0,0,2,0,0,2.5896792,-2.5377979,-0.28438315,0.18804729,2.5224168,-2.4566593,-0.1875544,0.25262073,2.6110601,-2.2863679,-0.049385127,0.3084926,2.791697,15.034484,1,0.083333336,0,24,4,12,2,1,0.083333336,20,0,9.3009653,7.5485473,6.7320509,7.3009648,5.5197444,4.0063243,3.5980761,4.3650441,0,0,0.76269156,6,0,-0.77783036,-0.34749284,-0.0781767,2.3165267,-0.82168907,-0.24140915,-0.012017095,2.3701043,-0.52266145,-0.11594336,0.040768098,2.5805793,10.083333,3.8062284,2.25,7.3753104,2.6957836,1.5534316,1.6568534,2,0,1,0,1.2690001,-2.47806,4.7422662,0,1,6,1,1,1,0,0,0,0.57383382,-0.57383382,0.33390826,0.50000024,126.46796,0.0,0.0,16.917038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.133842,0.0,0.84087479,0.15912518,0.15912518,0.15912518,0.84087479,0.0,143.38499,27.133842,27.133842,27.133842,143.38499,0.0,0.5,1.0,0,0,0,0,1,0,0,0,1,0,170.51884,0,0,0,170.51884,0,3,0,1,0,0,1.0,1.6669,0.0,11.375222,47.724434,0.0,4.4107962,6.37115,0.0,35.286369,0.0,99.978043,4.6691999,47.724434,0.0,4.4107962,6.37115,0.0,35.286369,11.375222,99.978043,34.139999,0.65002245,4.5849624,2.3698092,6.881063,170.51884,199.43579,27.133842,0.0,0.0,0.0,126.46796,16.917038,27.133842,164.20399,187,17,58
1581,"S(=O)(=O)(C)c1cc(C(=O)NCCN(CC)CC)c(OC)cc1",1503086,0,50.711033,0,0,2,3,5,0,6,0,46,1,6,22,14,75.441391,1.6400303,0,0,15,0,0,24,0,2,4,0,1,2.5378571,-2.6817148,-0.47272912,0.13537091,2.5752418,-2.7911534,-0.3339,0.123,2.5200524,-2.3993452,0.077739999,0.16163841,2.8497908,38.226967,8,0.36363637,6,46,1,22,5,9,0.40909091,39,0,16.750711,14.36543,10.560478,11.259149,10.328247,9.108098,3.9022474,4.7138734,0,0,0.84021467,11,0,-0.88754267,-0.4139356,-0.024629086,2.5717118,-1.1615241,-0.32892323,-0.037,2.5705214,-0.52161264,-0.082966797,-0.047862787,2.8263602,20.045454,9.333333,6.2040815,18.003777,8.337656,5.5206251,6.8231502,6,1,1,0,0.95300001,-2.27439,8.7752266,0,1,6,1,1,8,0,0,0,2.1187525,-2.1187525,0.24724668,0.22245274,74.625397,71.565575,51.916496,35.658428,0.0,17.134132,31.384512,0.0,6.5127993,0.0,0.0,5.6825762,13.566921,34.520279,0.70140618,0.17597304,0.15696129,0.29859382,0.82402694,0.14163251,240.2787,60.282574,53.769775,102.28842,282.28455,48.518642,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,342.56711,0,0,0,342.56711,0,6,0,1,0,0,1.0,1.1703,29.010639,56.554787,6.8792672,73.758316,27.047791,68.625778,0.0,52.929554,0.0,71.895454,8.6225004,72.033905,14.124202,19.561485,8.4290028,0.0,52.929554,79.017097,140.60634,75.709999,0.43949699,5.4594316,3.3500071,8.6190958,342.56711,362.09912,48.0872,0.0,0.0,5.6825762,269.33502,19.46233,53.769775,328.43298,1152,32,104
1582,"O1C[C@@H](CC[C@]12O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@H]([C@H]3[C@H](CC2)[C@]2([C@H](C[C@@H](O)CC2)CC3)C)C1)C)C",100315,0,79.264893,0,0,2,2,3,0,0,0,74,1,4,30,26,86.147705,1.1641582,0,0,27,0,0,44,0,0,3,0,0,1.258571,-2.9996436,-0.48327196,0.51082569,3.0148537,-2.9187479,-0.45067894,0.49743217,3.0746093,-2.7452157,-0.37936282,0.62150449,3.2617834,51.933109,0,0.0,0,79,0,35,1,0,0.0,79,0,20.88854,19.738037,18.474327,18.474327,14.267258,13.265377,12.074553,12.074553,12,0,0.76184654,15,0,-0.80534637,-0.35575089,0.0076825982,3.5688667,-0.87584215,-0.3005473,0.016661204,3.6408782,-0.54498851,-0.21918795,0.11100793,3.7842622,20.595919,6.7586207,2.7334712,20.595919,6.7586207,2.7334712,4.6399999,3,1,1,1,7.1900001,-7.2059598,11.812041,0,1,30,0,6,2,2,0,0,0.89426762,-0.89426762,0.20883375,0.37661439,273.1615,18.017035,30.516994,9.5670633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.566921,0.0,5.0075121,0.94690549,0.053094532,0.053094532,0.053094532,0.94690549,0.0,331.26257,18.574432,18.574432,18.574432,331.26257,0.0,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,349.83701,0,0,0,349.83701,0,8,1,6,0,0,0.0,5.7937999,25.385227,0.0,34.937073,20.926258,30.875572,0.0,0.0,0.0,188.68405,133.30406,11.77248,21.999775,25.385227,30.875572,12.937299,0.0,188.68405,20.926258,133.30406,38.689999,0.39430025,6.129283,3.4888911,9.5126429,349.83701,488.67322,5.0075121,0.0,0.0,0.0,330.15402,1.1085443,18.574432,416.646,2253,66,186
1583,"s1nc(N2CCOCC2)c(OC[C@H](O)CNC(C)(C)C)n1",1500578,0,48.589031,0,0,2,3,5,0,5,0,45,2,7,21,11,76.233688,1.6940819,0,0,13,0,0,24,0,4,3,0,1,1.7105161,-2.7107778,-0.26359612,0.23796226,2.6446879,-2.8414428,-0.3014774,0.24107261,2.6186416,-2.444936,0.021603948,0.34716332,2.9012415,37.628967,6,0.27272728,5,46,0,22,6,7,0.31818181,41,0,15.294683,13.650086,9.3199911,9.4746914,9.955308,7.8971195,3.5664966,3.6498299,1,0,0.87251669,12,0,-0.84473503,-0.34139511,-0.0604624,2.5900378,-1.1534369,-0.41188452,-0.0275074,2.5715251,-0.52413881,-0.11092608,0.017174086,2.826369,17.355371,8.0222225,5.9504132,16.672783,7.6905985,5.6953011,6.1058893,7,2,1,0,1.034,-1.51697,8.2743025,0,1,11,1,2,9,0,0,0,1.845878,-1.845878,0.18161677,0.19003952,88.225349,0.0,60.898518,98.774033,0.0,0.0,26.946236,0.0,0.0,0.0,0.0,19.249496,16.150414,5.0075121,0.78634948,0.12817517,0.12817517,0.21365051,0.87182486,0.085475348,247.8979,40.407421,40.407421,67.353661,274.84415,26.946236,0.5,1.0,0,0,0,0,1,0,0,0,1,0,315.25156,0,0,0,315.25156,0,6,0,2,0,0,1.0,0.5025,57.52018,29.952044,17.468536,118.09751,0.0,0.0,0.0,0.0,0.0,137.94681,8.2198496,10.999887,66.337158,21.135065,11.28325,2.3279202,0.0,118.09751,130.80428,79.739998,0.46827638,5.4594316,3.4171066,8.4603987,315.25156,334.93228,18.654169,0.0,0.0,0.0,223.75781,53.590088,37.903667,316.42599,1063,25,104
1584,"S(=O)(=O)(CCn1c(ncc1[N+](=O)[O-])C)CC",1502127,0,32.156307,1,0,0,1,3,0,5,0,29,0,3,16,7,56.020844,1.9317533,0,0,8,0,0,13,0,3,4,0,1,2.5147586,-2.5910928,-0.44975778,0.25602657,2.656076,-2.6536443,-0.29414722,0.32079303,2.5800066,-2.2929273,0.017017962,0.54303515,2.9482722,25.24369,5,0.3125,5,29,1,16,5,5,0.3125,23,0,12.344935,9.8980494,5.6986704,5.9831276,7.3710093,6.5618348,1.9957819,2.1927054,0,0,0.96958071,8,0,-0.91040397,-0.41017851,-0.019270357,2.4571109,-0.85329145,-0.33816314,0.029610481,2.4308023,-0.50548857,-0.097585112,0.19586383,2.678952,14.0625,5.5576558,3.7692308,12.55043,4.9199724,3.316473,3.8592358,7,0,1,0,0.37599999,-1.41527,5.7973876,1,1,5,1,1,5,0,0,0,2.2165391,-2.2165391,0.1972311,0.21508825,0.0,0.0,58.816898,0.0,0.0,31.490068,67.059181,0.0,9.7106104,6.5127993,0.0,0.0,0.0,65.947571,0.31327215,0.34304067,0.27531251,0.68672788,0.6569593,0.41141534,75.040306,82.170982,65.947571,164.49683,157.36615,98.549248,0.5,1.0,0,0,0,0,1,0,0,0,1,0,239.53712,0,0,0,239.53712,0,4,1,1,0,0,1.0,0.80081999,0.0,73.941925,6.8792672,85.402138,2.3279202,0.0,0.0,17.214357,0.0,87.419525,5.8151202,55.257305,18.684622,50.935009,2.3279202,2.3279202,35.653934,34.467129,73.531296,97.779999,0.54356444,5.0,2.8436399,7.7056289,239.53712,241.51779,37.6991,0.0,0.0,0.0,139.01306,62.824974,37.6991,247.27499,450,21,78
1585,"S1c2c(OC1=O)cc(O)cc2",1503094,0,20.293173,1,1,0,0,2,0,6,0,15,1,3,11,7,26.196987,1.7464658,0,0,7,0,0,4,0,0,3,0,1,2.0048814,-2.1334069,-0.75561088,0.67714268,2.2693086,-1.960351,-0.66509199,0.79525131,2.4733193,-1.8275524,-0.56277019,0.97040403,2.6142616,9.5268278,0,0.0,6,16,1,12,0,0,0.0,9,0,7.8449349,6.2205057,3.7320509,4.4307213,5.2540202,3.798758,1.7380339,2.4663265,0,0,0.97179878,6,0,-0.76262742,-0.49398455,0.10050128,2.0211957,-0.88208699,-0.34592244,0.23904282,2.2325161,-0.42904887,-0.23266095,0.36792061,2.3383608,7.6388888,2.8027682,1.4512472,6.4210644,2.3108792,1.1760347,1.3489367,3,1,1,0,2.174,-2.41132,4.0909986,0,1,10,1,2,0,0,0,0,0.72571903,-0.72571903,0.45786396,0.36796275,31.616989,19.993095,16.917038,0.0,0.0,0.0,16.684561,19.760618,0.0,0.0,13.566921,0.0,16.070677,0.0,0.75666547,0.36697313,0.11938704,0.24333453,0.6330269,0.1239475,101.85466,49.398216,16.070677,32.755238,85.211685,16.684561,0.5,1.0,0,0,0,0,1,0,0,0,1,0,134.60989,0,0,0,134.60989,0,3,0,2,0,0,1.0,1.9967,36.385113,6.1106234,0.0,0.0,0.0,1.5507339,0.0,52.929554,0.0,66.568611,3.9988799,23.862217,36.385113,1.5507339,10.486856,0.0,52.929554,6.1106234,32.21954,46.529999,0.71860999,4.5849624,2.279321,6.6090889,134.60989,168.90327,13.566921,0.0,0.0,0.0,88.287743,19.188316,27.133842,168.172,143,13,58
1586,"O1[C@H](CO)[C@@H](O)[C@H](N)[C@@H](O)[C@H]1O[C@@H]1[C@@H](O)[C@H](O[C@H]2O[C@H](CN)[C@@H](O)C[C@H]2N)[C@@H](N)C[C@H]1N",1500579,0,69.069344,0,0,3,5,14,0,0,0,69,10,24,32,16,113.54079,1.6455188,0,0,18,0,0,37,0,5,9,0,0,1.6991706,-2.820209,-0.55846739,0.64639002,2.8439999,-3.0209367,-0.59815866,0.58976078,2.6831062,-2.594214,-0.45437485,0.73399627,3.0567052,44.81266,6,0.17647059,0,71,0,34,2,6,0.17647059,71,0,23.739758,17.667143,10.911331,10.911331,15.081825,10.759047,5.7828231,5.7828231,14,0,0.96718383,14,0,-0.83203965,-0.38522077,0.091629259,3.0943611,-1.3699745,-0.46418536,0.072255127,2.9703887,-0.52500671,-0.24140157,0.16223806,3.2938571,26.602076,11.16,5.6444635,26.602076,11.16,5.6444635,9.2774744,14,15,0,2,-6.4120002,1.78328,10.730595,0,1,18,0,3,12,5,0,0,3.042537,-3.042537,0.088201545,0.1077271,15.808495,15.808495,33.698608,55.6917,47.434032,29.416998,0.0,0.0,0.0,88.712448,0.0,67.834602,0.0,10.015024,0.57548851,0.45706025,0.21362588,0.42451152,0.54293978,0.21088564,209.71974,166.56207,77.849632,154.70065,197.85832,76.851028,0.5,1.0,0,0,0,0,1,0,0,0,1,0,364.42041,0,0,0,364.42041,0,7,1,3,0,0,0.34375,-6.2958002,291.41208,0.0,128.72963,39.365837,0.0,0.0,0.0,0.0,37.736813,0.0,10.8371,43.99955,126.92613,0.0,84.730072,164.48593,37.736813,39.365837,0.0,268.17001,0.35236704,6.0874629,3.6185081,9.723424,364.42041,444.82132,10.015024,0.0,0.0,0.0,168.44133,29.416998,166.56207,467.51999,2932,59,168
1587,"O(CC)C(=O)NNc1nncc2c1cccc2",1501174,0,33.365517,1,1,0,0,3,0,10,0,29,2,5,17,9,49.808151,1.7175225,0,0,11,0,0,12,0,4,2,0,0,1.7909669,-2.3867295,-0.55187804,0.59553421,2.3696747,-2.5606141,-0.52438486,0.66282862,2.364121,-2.1516821,-0.40128419,0.74359906,2.6096022,17.312485,3,0.16666667,11,30,1,18,2,5,0.27777779,18,0,12.087576,9.3047819,6.5938582,7.5520415,8.3088617,5.2018614,3.0731323,4.0985184,0,0,0.84174424,10,0,-0.82197201,-0.41342258,0.10874024,2.2488506,-1.2116083,-0.3401143,0.16833116,2.3552401,-0.51355559,-0.21136948,0.17383808,2.5559084,13.432098,6.8052931,3.7288942,9.0361023,4.4524689,2.3857493,2.3666449,6,2,1,0,2.3510001,-2.6121099,6.3255301,0,1,11,1,2,3,0,0,0,0.95305264,-0.95305264,0.42061549,0.29618138,97.059509,0.0,20.299505,33.249039,0.0,0.0,19.199511,9.4210396,0.0,28.263119,0.0,13.566921,2.503756,0.0,0.84223562,0.24044667,0.071884528,0.15776441,0.75955331,0.085879877,188.29221,53.754837,16.070677,35.270187,169.80756,19.199511,0.5,1.0,0,0,0,0,1,0,0,0,1,0,223.56239,0,0,0,223.56239,0,5,0,2,0,0,1.0,1.7028,17.888229,58.53088,10.999887,20.926258,0.0,0.0,0.0,92.933022,0.0,59.516151,6.33184,34.862103,33.326015,17.888229,0.0,25.362078,87.787094,28.242895,33.326015,76.139999,0.54234898,5.1699252,3.0758324,7.8558321,223.56239,261.53668,32.409,0.0,0.0,18.842079,139.41748,32.893829,51.25108,232.243,556,23,82
1588,"S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(cc1)C",1501201,0,47.248653,0,0,2,4,4,0,6,0,42,2,6,21,13,71.425919,1.7006172,0,0,14,0,0,21,0,3,3,0,1,1.7820674,-2.639282,-0.62774813,0.45642582,2.6694503,-2.7730176,-0.40195996,0.6915549,2.75771,-2.3600838,-0.35131848,0.65203756,2.938735,32.371346,3,0.13636364,6,43,1,22,2,5,0.22727273,36,0,15.294683,12.948745,9.052042,9.8031187,9.9711637,8.6062984,4.8213673,5.7103434,0,0,0.86362857,12,0,-0.940786,-0.38353553,0.02635676,2.5905433,-1.1900157,-0.33904964,0.16418894,2.6126757,-0.53036267,-0.19957933,0.17083067,2.8462164,17.355371,8.0222225,5.6055365,15.103413,6.9299917,4.8149996,4.9841199,6,2,1,0,1.661,-2.8539901,8.2596798,0,1,13,1,2,5,0,0,0,1.2049148,-1.2049148,0.27762747,0.40793166,124.25941,40.59901,31.616989,17.440542,0.0,10.105608,4.1846013,42.30027,0.0,0.0,0.0,0.0,0.0,22.987961,0.87298506,0.22245136,0.078325041,0.12701494,0.77754861,0.048689891,256.21622,65.288231,22.987961,37.278172,228.20618,14.29021,0.5,1.0,0,0,0,0,1,0,0,0,1,0,293.49442,0,0,0,293.49442,0,6,1,2,0,0,1.0,1.7739201,34.293224,56.003437,6.6407428,36.879158,3.185575,1.5507339,0.0,70.572739,75.473625,57.188232,8.0073204,72.033905,3.0017917,35.84396,3.185575,0.0,146.04636,41.709114,39.966759,78.510002,0.46827638,5.4594316,3.3506057,8.4687557,293.49442,336.06808,45.583443,0.0,0.0,17.496246,202.86856,27.54615,63.079689,311.40601,1014,31,104
1589,"N1CCN=C1Cc1ccccc1",1500580,0,27.801516,1,1,0,0,1,0,6,0,24,1,2,12,9,31.800268,1.3250113,0,0,10,0,0,12,0,2,0,0,0,1.7132821,-2.416544,-0.5625388,0.62038541,2.4998913,-2.6152904,-0.45980197,0.72113818,2.41207,-2.1391857,-0.4273034,0.76179355,2.7894969,15.098484,2,0.15384616,6,25,1,13,2,2,0.15384616,18,0,8.2257681,6.9552851,6.0080719,6.8115549,5.9494896,4.2611785,3.1177905,4.1329932,0,0,0.73297548,7,0,-0.86312717,-0.39867228,0.065691158,2.2664695,-1.1663668,-0.31057689,0.14709142,2.3085928,-0.50484085,-0.19204636,0.16958901,2.5556269,8.5917158,4.296875,2.4930749,6.046875,2.9159546,1.6436548,1.4693677,2,1,1,0,1.325,-1.83609,4.9592047,0,1,11,1,2,2,0,0,0,0.53139067,-0.53139067,0.2880975,0.47842231,0.0,15.808495,11.190562,40.59901,0.0,0.0,0.0,81.251015,0.0,0.0,0.0,0.0,11.365152,0.0,0.92906278,0.57807702,0.070937216,0.070937216,0.42192298,0.0,148.84908,92.616165,11.365152,11.365152,67.598068,0.0,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,160.21423,0,0,0,160.21423,0,4,0,2,0,0,1.0,1.23077,18.01075,2.3279202,0.0,36.879158,3.185575,35.653934,0.0,88.215919,0.0,0.0,5.0450702,0.0,16.78553,18.01075,3.185575,0.0,107.08433,39.207077,0.0,24.389999,0.68129086,4.7004399,2.639426,6.8262482,160.21423,202.08588,5.6825762,0.0,0.0,5.6825762,137.65852,11.190562,11.365152,160.22,209,11,58
